"Date","Subject","Group","Behavior","Modifiers","Day_occurrences","Day_duration","Day_visible","Percent_time_visible"
2025-07-22,"Other crow #1","Other crows","Foraging","",23,537.636,1315.474,0.408701350235733
2025-07-22,"Other crow #1","Other crows","Open mouth","",1,NA,1315.474,NA
2025-07-22,"Other crow #1","Other crows","Preen","Allo-|Broken beak",3,90.2,1315.474,0.068568439969167
2025-07-22,"Other crow #1","Other crows","Preen","Auto-|None",4,22.24,1315.474,0.0169064534912891
2025-07-22,"Other crow #1","Other crows","Resting","",8,605.719,1315.474,0.46045683913175
2025-07-22,"Other crow #1","Other crows","Vocal","",1,NA,1315.474,NA
2025-07-22,"Other crow #2","Other crows","Alert","",1,7.08,190.399,0.0371850692493133
2025-07-22,"Other crow #2","Other crows","Feed","Auto-|Unknown|None",2,NA,190.399,NA
2025-07-22,"Other crow #2","Other crows","Foraging","",6,73.639,190.399,0.386761485091833
2025-07-22,"Other crow #2","Other crows","Preen","Allo-|Broken beak",2,8.56,190.399,0.0449582193183788
2025-07-22,"Other crow #2","Other crows","Preen","Auto-|None",4,70.84,190.399,0.372060777630135
2025-07-22,"Other crow #2","Other crows","Resting","",1,30.28,190.399,0.15903444871034
2025-07-24,"Broken beak","Broken beak","Alert","",16,111.88,3321.363,0.033684966081696
2025-07-24,"Broken beak","Broken beak","Feed","Auto-|Successful|None",69,NA,3321.363,NA
2025-07-24,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",85,NA,3321.363,NA
2025-07-24,"Broken beak","Broken beak","Feed","Auto-|Unsuccessful|None",125,NA,3321.363,NA
2025-07-24,"Broken beak","Broken beak","Foraging","",101,2479.044,3321.363,0.74639357396346
2025-07-24,"Broken beak","Broken beak","Open mouth","",1,NA,3321.363,NA
2025-07-24,"Broken beak","Broken beak","Preen","Auto-|None",5,50.72,3321.363,0.0152708391103291
2025-07-24,"Broken beak","Broken beak","Resting","",9,679.719,3321.363,0.204650620844515
2025-07-24,"No focal subject","No focal","Close proximity","Broken beak|Other crow #1",1,9.16,0,NA
2025-07-24,"No focal subject","No focal","Close proximity","Mutual|Mutual",8,169.88,0,NA
2025-07-24,"No focal subject","No focal","Close proximity","Other crow #1|Broken beak",4,151.839,0,NA
2025-07-24,"No focal subject","No focal","Close proximity","Other crow #2|Broken beak",1,14.88,0,NA
2025-07-24,"No focal subject","No focal","Unclear video","",72,233.719,0,NA
2025-07-24,"No focal subject","No focal","Within 5m","Broken beak|Other crow #1",1,501.08,0,NA
2025-07-24,"No focal subject","No focal","Within 5m","Mutual|Mutual",10,1336.481,0,NA
2025-07-24,"Other crow #1","Other crows","Feed","Auto-|Successful|None",16,NA,616.838,NA
2025-07-24,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",23,NA,616.838,NA
2025-07-24,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",2,NA,616.838,NA
2025-07-24,"Other crow #1","Other crows","Foraging","",35,594.918,616.838,0.964463927319653
2025-07-24,"Other crow #1","Other crows","Preen","Auto-|None",1,1.68,616.838,0.00272356761418719
2025-07-24,"Other crow #1","Other crows","Resting","",1,20.24,616.838,0.03281250506616
2025-07-24,"Other crow #2","Other crows","Feed","Auto-|Unknown|None",2,NA,27.44,NA
2025-07-24,"Other crow #2","Other crows","Foraging","",3,27.44,27.44,1
2025-07-29,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",4,NA,69.759,NA
2025-07-29,"Broken beak","Broken beak","Foraging","",8,67.559,69.759,0.968462850671598
2025-07-29,"Broken beak","Broken beak","Preen","Auto-|None",1,2.2,69.759,0.0315371493284021
2025-07-29,"No focal subject","No focal","Unclear video","",11,28.559,0,NA
2025-07-29,"No focal subject","No focal","Within 5m","Broken beak|Other crow #1",1,36.36,0,NA
2025-07-29,"Other crow #1","Other crows","Alert","",4,13.759,577.918,0.0238078758578207
2025-07-29,"Other crow #1","Other crows","Feed","Auto-|Successful|None",13,NA,577.918,NA
2025-07-29,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",10,NA,577.918,NA
2025-07-29,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",12,NA,577.918,NA
2025-07-29,"Other crow #1","Other crows","Foraging","",21,532.68,577.918,0.921722458895553
2025-07-29,"Other crow #1","Other crows","Preen","Auto-|None",3,31.479,577.918,0.0544696652466267
2025-07-30,"Broken beak","Broken beak","Brief flight","",1,12,273.357,0.0438986380447547
2025-07-30,"Broken beak","Broken beak","Feed","Auto-|Successful|None",1,NA,273.357,NA
2025-07-30,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",13,NA,273.357,NA
2025-07-30,"Broken beak","Broken beak","Foraging","",5,91.279,273.357,0.333918648507263
2025-07-30,"Broken beak","Broken beak","Preen","Auto-|None",4,84.039,273.357,0.307433136886928
2025-07-30,"Broken beak","Broken beak","Resting","",3,86.039,273.357,0.314749576561054
2025-07-30,"No focal subject","No focal","Close proximity","Mutual|Mutual",6,92.239,0,NA
2025-07-30,"No focal subject","No focal","Unclear video","",11,57.859,0,NA
2025-07-30,"Other crow #1","Other crows","Feed","Auto-|Successful|None",6,NA,95.24,NA
2025-07-30,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",8,NA,95.24,NA
2025-07-30,"Other crow #1","Other crows","Foraging","",8,95.24,95.24,1
2025-07-30,"Other crow #2","Other crows","Feed","Auto-|Successful|None",5,NA,83.879,NA
2025-07-30,"Other crow #2","Other crows","Feed","Auto-|Unknown|None",8,NA,83.879,NA
2025-07-30,"Other crow #2","Other crows","Foraging","",5,83.879,83.879,1
2025-07-30,"Other crow #3","Other crows","Feed","Auto-|Successful|None",1,NA,90.358,NA
2025-07-30,"Other crow #3","Other crows","Feed","Auto-|Unknown|None",4,NA,90.358,NA
2025-07-30,"Other crow #3","Other crows","Foraging","",8,90.358,90.358,1
2025-07-30,"Other crow #4","Other crows","Feed","Auto-|Unknown|None",1,NA,10.8,NA
2025-07-30,"Other crow #4","Other crows","Foraging","",1,10.8,10.8,1
2025-08-12,"Broken beak","Broken beak","Foraging","",2,19.52,19.52,1
2025-08-12,"No focal subject","No focal","Unclear video","",30,157.329,0,NA
2025-08-12,"No focal subject","No focal","Within 5m","Mutual|Mutual",1,159.8,0,NA
2025-08-12,"No focal subject","No focal","Within 5m","Other crow #1|Other crow #2",1,598.4,0,NA
2025-08-12,"Other crow #1","Other crows","Alert","",31,187.676,3394.31,0.0552913552386199
2025-08-12,"Other crow #1","Other crows","Feed","Auto-|Successful|None",13,NA,3394.31,NA
2025-08-12,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",15,NA,3394.31,NA
2025-08-12,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",6,NA,3394.31,NA
2025-08-12,"Other crow #1","Other crows","Foraging","",57,765.917,3394.31,0.225647333331369
2025-08-12,"Other crow #1","Other crows","Open mouth","",2,NA,3394.31,NA
2025-08-12,"Other crow #1","Other crows","Preen","Auto-|None",17,292.08,3394.31,0.0860498893736872
2025-08-12,"Other crow #1","Other crows","Resting","",25,2148.637,3394.31,0.633011422056324
2025-08-12,"Other crow #1","Other crows","Wing flutter","",7,NA,3394.31,NA
2025-08-12,"Other crow #2","Other crows","Alert","",9,96.76,845.797,0.114400973283187
2025-08-12,"Other crow #2","Other crows","Feed","Auto-|Successful|None",12,NA,845.797,NA
2025-08-12,"Other crow #2","Other crows","Feed","Auto-|Unknown|None",37,NA,845.797,NA
2025-08-12,"Other crow #2","Other crows","Feed","Auto-|Unsuccessful|None",2,NA,845.797,NA
2025-08-12,"Other crow #2","Other crows","Foraging","",24,531.317,845.797,0.628185013661671
2025-08-12,"Other crow #2","Other crows","Preen","Auto-|None",2,14.84,845.797,0.0175455812683185
2025-08-12,"Other crow #2","Other crows","Resting","",8,202.88,845.797,0.239868431786824
2025-08-14,"No focal subject","No focal","Unclear video","",14,85.24,0,NA
2025-08-14,"Other crow #1","Other crows","Aggression","Eurasian Magpie|Other crow #1|Supplanting",1,8.24,1030.524,0.00799593216654828
2025-08-14,"Other crow #1","Other crows","Alert","",4,35.76,1030.524,0.0347007929946319
2025-08-14,"Other crow #1","Other crows","Feed","Auto-|Successful|None",13,NA,1030.524,NA
2025-08-14,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",12,NA,1030.524,NA
2025-08-14,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",6,NA,1030.524,NA
2025-08-14,"Other crow #1","Other crows","Foraging","",28,730.1,1030.524,0.708474523640401
2025-08-14,"Other crow #1","Other crows","Preen","Auto-|None",16,147.384,1030.524,0.143018503208077
2025-08-14,"Other crow #1","Other crows","Resting","",4,109.04,1030.524,0.105810247990343
2025-08-21,"Broken beak","Broken beak","Alert","",6,28.68,2485.759,0.0115377234880775
2025-08-21,"Broken beak","Broken beak","Feed","Auto-|Successful|None",102,NA,2485.759,NA
2025-08-21,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",114,NA,2485.759,NA
2025-08-21,"Broken beak","Broken beak","Feed","Auto-|Unsuccessful|None",41,NA,2485.759,NA
2025-08-21,"Broken beak","Broken beak","Foraging","",77,2034.519,2485.759,0.818469932121336
2025-08-21,"Broken beak","Broken beak","Preen","Auto-|None",2,6.28,2485.759,0.00252639133560413
2025-08-21,"Broken beak","Broken beak","Resting","",8,416.28,2485.759,0.167465953054982
2025-08-21,"Broken beak","Broken beak","Vocal","",1,NA,2485.759,NA
2025-08-21,"No focal subject","No focal","Close proximity","Broken beak|Other crow #1",2,39.52,0,NA
2025-08-21,"No focal subject","No focal","Close proximity","Mutual|Mutual",5,50.439,0,NA
2025-08-21,"No focal subject","No focal","Close proximity","Other crow #1|Broken beak",6,93.358,0,NA
2025-08-21,"No focal subject","No focal","Unclear video","",63,276.74,0,NA
2025-08-21,"No focal subject","No focal","Within 5m","Broken beak|Other crow #1",1,23.32,0,NA
2025-08-21,"No focal subject","No focal","Within 5m","Mutual|Mutual",8,344.439,0,NA
2025-08-21,"No focal subject","No focal","Within 5m","Other crow #1|Broken beak",2,10.8,0,NA
2025-08-21,"Other crow #1","Other crows","Feed","Auto-|Successful|None",31,NA,671.081,NA
2025-08-21,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",28,NA,671.081,NA
2025-08-21,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",5,NA,671.081,NA
2025-08-21,"Other crow #1","Other crows","Foraging","",39,662.761,671.081,0.987602092742903
2025-08-21,"Other crow #1","Other crows","Preen","Auto-|None",1,8.32,671.081,0.0123979072570971
2025-08-27,"No focal subject","No focal","Unclear video","",26,104.109,0,NA
2025-08-27,"Other crow #1","Other crows","Alert","",12,30.92,1635.89,0.0189010263526276
2025-08-27,"Other crow #1","Other crows","Feed","Auto-|Successful|None",74,NA,1635.89,NA
2025-08-27,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",75,NA,1635.89,NA
2025-08-27,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",9,NA,1635.89,NA
2025-08-27,"Other crow #1","Other crows","Foraging","",36,1590.61,1635.89,0.972320877320602
2025-08-27,"Other crow #1","Other crows","Preen","Auto-|None",3,14.36,1635.89,0.00877809632677014
2025-08-28,"Broken beak","Broken beak","Feed","Auto-|Successful|None",17,NA,673.4,NA
2025-08-28,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",40,NA,673.4,NA
2025-08-28,"Broken beak","Broken beak","Feed","Auto-|Unsuccessful|None",12,NA,673.4,NA
2025-08-28,"Broken beak","Broken beak","Foraging","",12,673.4,673.4,1
2025-08-28,"No focal subject","No focal","Unclear video","",12,28.638,0,NA
2025-08-28,"No focal subject","No focal","Within 5m","Other crow #1|Broken beak",1,78.52,0,NA
2025-08-28,"Other crow #1","Other crows","Feed","Auto-|Successful|None",9,NA,210.46,NA
2025-08-28,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",13,NA,210.46,NA
2025-08-28,"Other crow #1","Other crows","Foraging","",12,210.46,210.46,1
2025-08-29,"Broken beak","Broken beak","Alert","",1,1.2,852.837,0.00140706840814833
2025-08-29,"Broken beak","Broken beak","Feed","Auto-|Successful|None",17,NA,852.837,NA
2025-08-29,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",36,NA,852.837,NA
2025-08-29,"Broken beak","Broken beak","Feed","Auto-|Unsuccessful|None",3,NA,852.837,NA
2025-08-29,"Broken beak","Broken beak","Foraging","",38,660.438,852.837,0.774401204450557
2025-08-29,"Broken beak","Broken beak","Preen","Auto-|None",2,24.72,852.837,0.0289856092078557
2025-08-29,"Broken beak","Broken beak","Resting","",4,166.479,852.837,0.195206117933439
2025-08-29,"No focal subject","No focal","Close proximity","Mutual|Mutual",2,26.64,0,NA
2025-08-29,"No focal subject","No focal","Close proximity","Other crow #1|Broken beak",1,191.039,0,NA
2025-08-29,"No focal subject","No focal","Unclear video","",37,106.012,0,NA
2025-08-29,"No focal subject","No focal","Within 5m","Broken beak|Other crow #1",1,55.12,0,NA
2025-08-29,"No focal subject","No focal","Within 5m","Mutual|Mutual",10,263.716,0,NA
2025-08-29,"No focal subject","No focal","Within 5m","Other crow #1|Broken beak",2,43.8,0,NA
2025-08-29,"Other crow #1","Other crows","Alert","",16,43.879,1087.796,0.0403375265215169
2025-08-29,"Other crow #1","Other crows","Feed","Auto-|Successful|None",15,NA,1087.796,NA
2025-08-29,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",19,NA,1087.796,NA
2025-08-29,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",2,NA,1087.796,NA
2025-08-29,"Other crow #1","Other crows","Foraging","",56,805.157,1087.796,0.74017278975102
2025-08-29,"Other crow #1","Other crows","Preen","Allo-|Broken beak",6,64.24,1087.796,0.0590551904952767
2025-08-29,"Other crow #1","Other crows","Preen","Auto-|None",12,174.52,1087.796,0.160434493232187
2025-08-29,"Other crow #2","Other crows","Feed","Auto-|Unknown|None",1,NA,34.28,NA
2025-08-29,"Other crow #2","Other crows","Foraging","",4,34.28,34.28,1
2025-09-02,"No focal subject","No focal","Unclear video","",10,50.635,0,NA
2025-09-02,"Other crow #1","Other crows","Alert","",2,11.6,486.156,0.0238606537819136
2025-09-02,"Other crow #1","Other crows","Feed","Auto-|Successful|None",14,NA,486.156,NA
2025-09-02,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",14,NA,486.156,NA
2025-09-02,"Other crow #1","Other crows","Foraging","",15,461.876,486.156,0.95005718329096
2025-09-02,"Other crow #1","Other crows","Preen","Auto-|None",3,12.68,486.156,0.0260821629271263
2025-09-10,"Broken beak","Broken beak","Alert","",1,6.48,452.759,0.0143122500049695
2025-09-10,"Broken beak","Broken beak","Brief flight","",1,2.72,452.759,0.00600761111319709
2025-09-10,"Broken beak","Broken beak","Feed","Auto-|Successful|None",4,NA,452.759,NA
2025-09-10,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",14,NA,452.759,NA
2025-09-10,"Broken beak","Broken beak","Feed","Auto-|Unsuccessful|None",1,NA,452.759,NA
2025-09-10,"Broken beak","Broken beak","Foraging","",9,443.559,452.759,0.979680138881833
2025-09-10,"No focal subject","No focal","Close proximity","Other crow #2|Broken beak",1,97.8,0,NA
2025-09-10,"No focal subject","No focal","Unclear video","",10,53.715,0,NA
2025-09-10,"No focal subject","No focal","Within 5m","Mutual|Mutual",2,204.96,0,NA
2025-09-10,"No focal subject","No focal","Within 5m","Other crow #1|Broken beak",1,17.64,0,NA
2025-09-10,"Other crow #1","Other crows","Alert","",1,2.52,307.52,0.0081945889698231
2025-09-10,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",3,NA,307.52,NA
2025-09-10,"Other crow #1","Other crows","Foraging","",10,301.52,307.52,0.980489073881374
2025-09-10,"Other crow #1","Other crows","Preen","Auto-|None",1,3.48,307.52,0.0113163371488033
2025-09-10,"Other crow #2","Other crows","Alert","",1,18.6,254.88,0.0729755178907721
2025-09-10,"Other crow #2","Other crows","Feed","Auto-|Successful|None",2,NA,254.88,NA
2025-09-10,"Other crow #2","Other crows","Feed","Auto-|Unknown|None",11,NA,254.88,NA
2025-09-10,"Other crow #2","Other crows","Foraging","",3,230.2,254.88,0.903170119271814
2025-09-10,"Other crow #2","Other crows","Preen","Auto-|None",1,6.08,254.88,0.0238543628374137
2025-09-15,"Broken beak","Broken beak","Alert","",3,1.24,114.36,0.0108429520811473
2025-09-15,"Broken beak","Broken beak","Feed","Auto-|Successful|None",10,NA,114.36,NA
2025-09-15,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",10,NA,114.36,NA
2025-09-15,"Broken beak","Broken beak","Feed","Auto-|Unsuccessful|None",32,NA,114.36,NA
2025-09-15,"Broken beak","Broken beak","Foraging","",6,113.12,114.36,0.989157047918853
2025-09-15,"No focal subject","No focal","Close proximity","Broken beak|Other crow #1",2,102.718,0,NA
2025-09-15,"No focal subject","No focal","Close proximity","Broken beak|Other crow #2",1,10,0,NA
2025-09-15,"No focal subject","No focal","Close proximity","Mutual|Mutual",1,6.04,0,NA
2025-09-15,"No focal subject","No focal","Unclear video","",8,15.92,0,NA
2025-09-15,"No focal subject","No focal","Within 5m","Broken beak|Other crow #1",1,4.92,0,NA
2025-09-15,"No focal subject","No focal","Within 5m","Mutual|Mutual",1,64.48,0,NA
2025-09-15,"Other crow #1","Other crows","Alert","",3,11.839,1229.317,0.00963055094820945
2025-09-15,"Other crow #1","Other crows","Brief flight","",1,3.52,1229.317,0.00286337860779604
2025-09-15,"Other crow #1","Other crows","Feed","Auto-|Successful|None",62,NA,1229.317,NA
2025-09-15,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",39,NA,1229.317,NA
2025-09-15,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",304,NA,1229.317,NA
2025-09-15,"Other crow #1","Other crows","Foraging","",15,1097.598,1229.317,0.892851884420373
2025-09-15,"Other crow #1","Other crows","Preen","Auto-|None",4,31.84,1229.317,0.025900561043246
2025-09-15,"Other crow #1","Other crows","Resting","",1,84.52,1229.317,0.0687536249803753
2025-09-15,"Other crow #1","Other crows","Unclear video","",1,1.791,1229.317,0.00145690655868259
2025-09-15,"Other crow #2","Other crows","Foraging","",1,10,10,1
2025-09-16,"Broken beak","Broken beak","Alert","",2,12.6,48.56,0.259472817133443
2025-09-16,"Broken beak","Broken beak","Foraging","",2,35.96,48.56,0.740527182866557
2025-09-16,"No focal subject","No focal","Unclear video","",1,7.04,0,NA
2025-09-19,"Broken beak","Broken beak","Feed","Auto-|Successful|None",10,NA,78.879,NA
2025-09-19,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",15,NA,78.879,NA
2025-09-19,"Broken beak","Broken beak","Feed","Auto-|Unsuccessful|None",5,NA,78.879,NA
2025-09-19,"Broken beak","Broken beak","Foraging","",3,78.879,78.879,1
2025-09-19,"No focal subject","No focal","Close proximity","Mutual|Mutual",2,49.04,0,NA
2025-09-19,"No focal subject","No focal","Close proximity","Other crow #1|Broken beak",1,31.08,0,NA
2025-09-19,"No focal subject","No focal","Unclear video","",2,9.36,0,NA
2025-09-19,"Other crow #1","Other crows","Alert","",14,38.799,655.417,0.059197426981601
2025-09-19,"Other crow #1","Other crows","Feed","Auto-|Successful|None",36,NA,655.417,NA
2025-09-19,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",14,NA,655.417,NA
2025-09-19,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",3,NA,655.417,NA
2025-09-19,"Other crow #1","Other crows","Foraging","",18,608.858,655.417,0.928962782472838
2025-09-19,"Other crow #1","Other crows","Preen","Auto-|None",1,7.76,655.417,0.0118397905455611
2025-09-19,"Other crow #1","Other crows","Vocal","",5,NA,655.417,NA
2025-09-25,"Broken beak","Broken beak","Alert","",1,2.68,1584.403,0.00169148884469418
2025-09-25,"Broken beak","Broken beak","Feed","Auto-|Successful|None",130,NA,1584.403,NA
2025-09-25,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",80,NA,1584.403,NA
2025-09-25,"Broken beak","Broken beak","Feed","Auto-|Unsuccessful|None",375,NA,1584.403,NA
2025-09-25,"Broken beak","Broken beak","Foraging","",100,1581.723,1584.403,0.998308511155306
2025-09-25,"No focal subject","No focal","Close proximity","Broken beak|Other crow #1",2,69.32,0,NA
2025-09-25,"No focal subject","No focal","Close proximity","Broken beak|Other crow #2",1,8.8,0,NA
2025-09-25,"No focal subject","No focal","Close proximity","Mutual|Mutual",9,32,0,NA
2025-09-25,"No focal subject","No focal","Close proximity","Other crow #1|Broken beak",8,26.998,0,NA
2025-09-25,"No focal subject","No focal","Unclear video","",97,279.264,0,NA
2025-09-25,"Other crow #1","Other crows","Feed","Auto-|Successful|None",2,NA,131.878,NA
2025-09-25,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",1,NA,131.878,NA
2025-09-25,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",16,NA,131.878,NA
2025-09-25,"Other crow #1","Other crows","Foraging","",16,128.918,131.878,0.97755501296653
2025-09-25,"Other crow #1","Other crows","Preen","Auto-|None",3,2.96,131.878,0.0224449870334703
2025-09-25,"Other crow #2","Other crows","Feed","Auto-|Unsuccessful|None",1,NA,8.8,NA
2025-09-25,"Other crow #2","Other crows","Foraging","",1,8.8,8.8,1
2025-10-09,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",3,NA,72.16,NA
2025-10-09,"Broken beak","Broken beak","Foraging","",6,72.16,72.16,1
2025-10-09,"No focal subject","No focal","Unclear video","",59,222.323,0,NA
2025-10-09,"Other crow #1","Other crows","Alert","",3,13.48,603.007,0.0223546326991229
2025-10-09,"Other crow #1","Other crows","Feed","Auto-|Successful|None",116,NA,603.007,NA
2025-10-09,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",8,NA,603.007,NA
2025-10-09,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",5,NA,603.007,NA
2025-10-09,"Other crow #1","Other crows","Foraging","",62,568.847,603.007,0.943350574703113
2025-10-09,"Other crow #1","Other crows","Resting","",1,20.68,603.007,0.0342947925977642
2025-10-09,"Other crow #2","Other crows","Resting","",2,8.32,8.32,1
2025-10-10,"No focal subject","No focal","Unclear video","",5,10.784,0,NA
2025-10-10,"Other crow #1","Other crows","Alert","",1,1.679,57.239,0.0293331469802058
2025-10-10,"Other crow #1","Other crows","Preen","Auto-|None",3,10.64,57.239,0.185887244710774
2025-10-10,"Other crow #1","Other crows","Resting","",3,44.92,57.239,0.78477960830902
2025-10-17,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",6,NA,33.64,NA
2025-10-17,"Broken beak","Broken beak","Foraging","",6,28.76,33.64,0.854934601664685
2025-10-17,"Broken beak","Broken beak","Open mouth","",1,NA,33.64,NA
2025-10-17,"Broken beak","Broken beak","Wing flutter","",3,NA,33.64,NA
2025-10-17,"No focal subject","No focal","Begging session","Broken beak,Other crow #1",1,4.88,0,NA
2025-10-17,"No focal subject","No focal","Close proximity","Other crow #1|Broken beak",2,7.36,0,NA
2025-10-17,"No focal subject","No focal","Unclear video","",22,58.116,0,NA
2025-10-17,"Other crow #1","Other crows","Alert","",10,38.72,326.959,0.118424634281362
2025-10-17,"Other crow #1","Other crows","Brief flight","",1,22.92,326.959,0.070100532482666
2025-10-17,"Other crow #1","Other crows","Feed","Auto-|Successful|None",18,NA,326.959,NA
2025-10-17,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",10,NA,326.959,NA
2025-10-17,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",6,NA,326.959,NA
2025-10-17,"Other crow #1","Other crows","Foraging","",24,249.519,326.959,0.763150731437275
2025-10-17,"Other crow #1","Other crows","Preen","Auto-|None",3,10.92,326.959,0.0333986830153016
2025-10-17,"Other crow #1","Other crows","Vocal","",4,NA,326.959,NA
2025-10-24,"Broken beak","Broken beak","Alert","",1,0.88,296.757,0.00296538919048245
2025-10-24,"Broken beak","Broken beak","Feed","Auto-|Successful|None",12,NA,296.757,NA
2025-10-24,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",32,NA,296.757,NA
2025-10-24,"Broken beak","Broken beak","Feed","Auto-|Unsuccessful|None",29,NA,296.757,NA
2025-10-24,"Broken beak","Broken beak","Foraging","",13,269.757,296.757,0.909016468019288
2025-10-24,"Broken beak","Broken beak","Resting","",1,26.12,296.757,0.088018142790229
2025-10-24,"Broken beak","Broken beak","Vocal","",2,NA,296.757,NA
2025-10-24,"No focal subject","No focal","Close proximity","Mutual|Mutual",2,3.88,0,NA
2025-10-24,"No focal subject","No focal","Close proximity","Other crow #1|Broken beak",1,26.119,0,NA
2025-10-24,"No focal subject","No focal","Unclear video","",15,126.714,0,NA
2025-10-24,"No focal subject","No focal","Within 5m","Mutual|Mutual",1,8.6,0,NA
2025-10-24,"Other crow #1","Other crows","Feed","Auto-|Successful|None",2,NA,41,NA
2025-10-24,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",4,NA,41,NA
2025-10-24,"Other crow #1","Other crows","Foraging","",6,41,41,1
2025-10-27,"No focal subject","No focal","Unclear video","",3,23.5,0,NA
2025-10-27,"Other crow #1","Other crows","Foraging","",4,42.6,44.24,0.962929475587703
2025-10-27,"Other crow #1","Other crows","Preen","Auto-|None",1,1.64,44.24,0.0370705244122966
2025-10-30,"Broken beak","Broken beak","Alert","",5,40.279,477.078,0.0844285420832652
2025-10-30,"Broken beak","Broken beak","Feed","Auto-|Successful|None",5,NA,477.078,NA
2025-10-30,"Broken beak","Broken beak","Feed","Auto-|Unknown|None",45,NA,477.078,NA
2025-10-30,"Broken beak","Broken beak","Feed","Auto-|Unsuccessful|None",55,NA,477.078,NA
2025-10-30,"Broken beak","Broken beak","Foraging","",6,240.359,477.078,0.503814889808375
2025-10-30,"Broken beak","Broken beak","Preen","Auto-|None",6,93.44,477.078,0.195858958073942
2025-10-30,"Broken beak","Broken beak","Resting","",3,103,477.078,0.215897610034418
2025-10-30,"No focal subject","No focal","Close proximity","Mutual|Mutual",2,95.52,0,NA
2025-10-30,"No focal subject","No focal","Unclear video","",11,37.942,0,NA
2025-10-30,"Other crow #1","Other crows","Resting","",2,97.08,97.08,1
2025-10-31,"No focal subject","No focal","Close proximity","Mutual|Mutual",1,101.2,0,NA
2025-10-31,"No focal subject","No focal","Close proximity","Other crow #1|Other crow #2",2,82.4,0,NA
2025-10-31,"No focal subject","No focal","Unclear video","",11,52.624,0,NA
2025-10-31,"No focal subject","No focal","Within 5m","Mutual|Mutual",1,11.76,0,NA
2025-10-31,"Other crow #1","Other crows","Feed","Auto-|Successful|None",21,NA,635.196,NA
2025-10-31,"Other crow #1","Other crows","Feed","Auto-|Unknown|None",58,NA,635.196,NA
2025-10-31,"Other crow #1","Other crows","Feed","Auto-|Unsuccessful|None",29,NA,635.196,NA
2025-10-31,"Other crow #1","Other crows","Foraging","",11,565.676,635.196,0.890553466961379
2025-10-31,"Other crow #1","Other crows","Resting","",1,69.52,635.196,0.109446533038621
2025-10-31,"Other crow #1","Other crows","Unclear video","",1,0.34,635.196,0.000535267854331576
2025-10-31,"Other crow #1","Other crows","Vocal","",3,NA,635.196,NA
2025-10-31,"Other crow #2","Other crows","Brief flight","",3,5.759,326.799,0.0176224529450825
2025-10-31,"Other crow #2","Other crows","Feed","Auto-|Successful|None",2,NA,326.799,NA
2025-10-31,"Other crow #2","Other crows","Feed","Auto-|Unknown|None",40,NA,326.799,NA
2025-10-31,"Other crow #2","Other crows","Feed","Auto-|Unsuccessful|None",3,NA,326.799,NA
2025-10-31,"Other crow #2","Other crows","Foraging","",9,295,326.799,0.902695540684029
2025-10-31,"Other crow #2","Other crows","Resting","",1,26.04,326.799,0.0796820063708885
2025-11-06,"Broken beak","Broken beak","Alert","",20,105.159,1536.558,0.0684380283725053
